Date,Time,Location,City,State,Weather (2&3),Road Surface (6),Traffic Control Device (4),Intersection Type (7),Traffic Way Desc (8),Collision Manner (11),# of Involved Vehicles,Vehicle1 Configuration (21),Driver1 Contrib Code1 (25),Driver1 Contrib Code2 (25),Vehicle2 Configuration (21),Driver2 Contrib Code1 (25),Driver2 Contrib Code2 (25),Vehicle3 Configuration (21),Driver3 Contrib Code1 (25),Driver3 Contrib Code2 (25),Vehicle4 Configuration (21),Driver4 Contrib Code1 (25),Driver4 Contrib Code2 (25),Vehicle5 Configuration (21),Driver5 Contrib Code1 (25),Driver5 Contrib Code2 (25),Vehicle6 Configuration (21),Driver6 Contrib Code1 (25),Driver6 Contrib Code2 (25),Vehicle7 Configuration (21),Driver7 Contrib Code1 (25),Driver7 Contrib Code2 (25),Bicycle,Pedestrian,Non-MV,Non-Motorist Location (16),Non-Motorist Action (15),Non-Motorist Type,Manner of Non-Motorist (Person) Collision,Injury,Multiple,Gender1,Age1,Severity1,Hospital1,Gender2,Age2,Severity2,Hospital2,Gender3,Age3,Severity3,Hospital3,Gender4,Age4,Severity4,Hospital4,Gender5,Age5,Severity5,Hospital5,City Vehicle?,Notes,column 65,column 66,column 67,column 68,column 69,column 70,column 71,column 72,column 73,column 74,column 75,column 76,column 77,column 78,column 79,column 80,column 81,column 82,column 83,column 84,column 85,column 86,column 87,column 88,column 89
02/08/2013,12:42,72 HOLLAND STREET,Somerville,MA,"2,3,4","2,3",1,1,2,"3,5",2,1,1,,1,99,,,,,,,,,,,,,,,,,0,0,0,,,,,1,2,0,23,4,0,1,32,4,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/10/2013,2:25,WEBSTER AVENUE & NEWTON STREET,Somerville,MA,4,3,2,3,4,3,2,1,18,,1,18,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/10/2013,7:16,HIGHLAND AVENUE & CENTRAL STREET,Somerville,MA,4,3,3,2,8,2,2,6,1,,1,13,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,1,51,4,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/10/2013,9:51,MAIN STREET & BROADWAY,Somerville,MA,4,"2,3",3,2,"2,3",99,2,1,99,,1,99,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/12/2013,18:00,BROADWAY & MASON STREET,Somerville,MA,unk,unk,unk,unk,unk,unk,2,2,18,6,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/15/2013,8:20,16 BEACON STREET,Somerville,MA,"4,97",2,1,1,2,2,3,1,99,,2,1,,2,1,,,,,,,,,,,,,,0,0,0,,,,,1,2,0,35,4,0,1,34,4,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/15/2013,8:58,235 HIGHLAND AVENUE,Somerville,MA,1,2,1,1,1,2,2,2,5,,2,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/15/2013,11:07,SCHOOL STREET & BROADWAY,Somerville,MA,unk,unk,unk,unk,unk,unk,2,1,99,,1,99,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/15/2013,18:31,POWDER HOUSE BOULEVARD & CURTIS STREET,Somerville,MA,1,2,3,2,1,3,2,1,99,,1,99,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/16/2013,17:38,502 MEDFORD STREET,Somerville,MA,1,1,1,1,1,3,2,1,1,,1,19,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/16/2013,23:25,HIGHLAND AVENUE & DOVER STREET & HOLLAND STREET,Somerville,MA,1,1,3,8,99,6,2,2,4,,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/18/2013,16:06,MEACHAM ROAD & BUENA VISTA ROAD,Somerville,MA,2,2,1,3,4,4,2,7,1,,1,97,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
02/18/2013,16:21,162 BROADWAY,Somerville,MA,1,1,1,1,3,3,2,1,1,,1,4,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2013,6:00,520 COLUMBIA STREET,Somerville,MA,1,1,2,1,2,4,2,2,1,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/24/2013,14:09,MYSTIC AVENUE & NEW ROAD,Somerville,MA,4,2,1,2,2,6,2,1,1,,2,97,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,1,20,3,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/25/2013,21:30,32 SCHOOL STREET,Somerville,MA,unk,unk,unk,unk,unk,unk,2,97,1,,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
02/26/2013,9:14,59 UNION SQUARE,Somerville,MA,1,1,1,1,1,4,2,1,4,,7,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/26/2013,17:48,81 PERKINS STREET,Somerville,MA,unk,unk,unk,1,unk,unk,2,7,1,,1,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
02/28/2013,12:00,LAUREL STREET & SOMERVILLE AVENUE,Somerville,MA,1,1,2,3,1,3,2,2,99,,2,99,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/28/2013,15:30,16 CONCORD AVENUE,Somerville,MA,1,1,1,1,4,3,2,1,97,,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
02/28/2013,18:39,483 BROADWAY,Somerville,MA,2,1,3,1,1,2,2,1,1,,1,5,19,,,,,,,,,,,,,,,,0,0,0,,,,,1,,1,29,4,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/2013,10:34,HIGHLAND AVENUE & COLLEGE AVENUE,Somerville,MA,2,1,3,2,1,3,2,1,99,,2,99,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/2013,12:25,CROSS STREET & BROADWAY,Somerville,MA,1,1,3,2,1,2,2,1,1,,1,10,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/2013,13:56,55 SUMMER STREET,Somerville,MA,2,1,1,1,1,2,2,1,19,,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/2013,8:53,40 COLLEGE AVENUE,Somerville,MA,2,1,1,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,1,0,0,8,2,,3,1,,,,4,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2013,10:56,WILLOW AVENUE & ELM STREET,Somerville,MA,1,1,1,3,4,1,1,1,99,,,,,,,,,,,,,,,,,,,,0,1,0,1,2,,1,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2013,15:01,107 WASHINGTON STREET,Somerville,MA,1,1,1,1,1,2,2,1,21,,1,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2013,15:10,22 CROSS STREET,Somerville,MA,1,1,1,1,1,4,2,1,9,22,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,,,3,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2013,8:40,CADY AVENUE & CORINTHIAN ROAD,Somerville,MA,1,1,1,3,4,3,2,2,1,,2,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2013,9:07,WASHINGTON STREET & FRANKLIN AVENUE,Somerville,MA,2,1,1,3,1,2,2,1,5,,2,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/2013,7:32,COLLEGE AVENUE & MORRISON AVENUE,Somerville,MA,3,2,4,3,1,3,2,1,4,,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,0,49,4,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/2013,8:30,PEARL STREET & MARSHALL STREET,Somerville,MA,"2,3",2,2,3,1,3,2,1,99,,1,99,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/2013,9:36,NEW ROAD & MYSTIC AVENUE,Somerville,MA,2,2,3,3,4,2,2,1,5,,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/2013,9:56,WILLOW AVENUE & BROADWAY,Somerville,MA,unk,unk,unk,unk,unk,unk,2,1,1,,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/2013,11:14,TEMPLE STREET & BROADWAY,Somerville,MA,"2,3",2,1,3,1,3,2,1,99,,1,99,,,,,,,,,,,,,,,,,0,0,0,,,,,1,3,1,28,4,0,0,42,4,0,0,22,4,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/2013,18:07,38 WARNER STREET,Somerville,MA,3,2,1,1,2,2,3,1,99,,1,1,,1,1,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2013,10:48,CENTRAL STREET & CLEVELAND STREET,Somerville,MA,"2,4",2,2,3,4,unk,2,1,99,,1,99,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2013,14:50,WASHINGTON STREET & COLUMBUS AVENUE,Somerville,MA,4,2,1,3,1,3,2,2,4,,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2013,12:00,MEDFORD STREET & WASHINGTON STREET,Somerville,MA,"2,3",2,3,3,4,unk,1,1,1,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,,1,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2013,11:29,262 WILLOW AVENUE,Somerville,MA,1,1,1,9,1,3,2,1,1,,1,99,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2013,17:41,BOW STREET,Somerville,MA,2,1,1,1,4,4,2,2,9,,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2013,23:47,HIGHLAND AVENUE & WALNUT STREET,Somerville,MA,1,1,3,2,2,5,2,1,3,,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2013,13:00,BROADWAY & COLLEGE AVENUE,Somerville,MA,1,1,3,7,4,1,1,10,19,,,,,,,,,,,,,,,,,,,,0,0,1,,,Traffic signal,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2013,17:03,MCGRATH HIGHWAY Rte 28 & BLAKELEY AVENUE,Somerville,MA,2,1,3,3,3,3,2,2,1,,1,19,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2013,18:25,37 UNION SQUARE,Somerville,MA,1,1,3,3,4,1,1,2,1,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,,5,1,,0,24,4,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2013,19:19,947 BROADWAY,Somerville,MA,unk,unk,unk,unk,unk,unk,2,1,1,,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,1,44,99,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/13/2013,10:23,490 BROADWAY,Somerville,MA,1,1,1,9,1,3,2,1,99,,1,4,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/13/2013,15:27,PROSPECT STREET & WEBSTER AVENUE,Somerville,MA,1,1,3,2,4,3,2,1,4,3,2,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/13/2013,22:54,HEATH STREET & FENWICK STREET,Somerville,MA,3,2,2,2,1,3,2,1,1,,1,99,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/14/2013,7:30,WASHINGTON STREET & PERRY STREET,Somerville,MA,2,1,2,3,1,3,2,2,1,,2,4,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,0,28,3,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/14/2013,12:00,MCGRATH HIGHWAY Rte 28 N,Somerville,MA,1,1,3,1,2,2,2,1,99,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/14/2013,15:08,34 HIGHLAND AVENUE,Somerville,MA,1,1,3,4,1,2,2,2,1,,2,21,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/15/2013,7:18,CENTRAL STREET & VERNON STREET,Somerville,MA,1,1,2,2,1,3,3,1,99,,1,99,,1,1,,,,,,,,,,,,,,0,0,0,,,,,1,,0,28,4,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/16/2013,2:22,35 MIDDLESEX AVENUE,Somerville,MA,1,1,1,3,4,1,1,1,12,,,,,,,,,,,,,,,,,,,,0,0,1,,,Guard rail,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/18/2013,22:44,360 HIGHLAND AVENUE,Somerville,MA,4,2,2,3,2,3,2,1,1,,1,4,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/19/2013,8:04,HIGHLAND AVENUE & WILLOW AVENUE,Somerville,MA,4,7,3,2,1,3,2,2,3,,2,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/19/2013,12:00,TEMPLE STREET & DERBY STREET,Somerville,MA,1,2,3,3,1,4,2,1,1,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/2013,9:32,119 COLLEGE AVENUE,Somerville,MA,1,4,1,1,2,2,2,1,1,,4,99,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/21/2013,2:40,157 WALNUT STREET,Somerville,MA,2,1,1,1,4,5,2,7,1,,1,99,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
03/21/2013,20:30,52 PARK STREET,Somerville,MA,unk,unk,unk,unk,unk,unk,3,1,2,,1,,,1,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/23/2013,20:02,HIGHLAND AVENUE & CENTRAL STREET,Somerville,MA,2,unk,3,2,1,1,1,1,10,4,,,,,,,,,,,,,,,,,,,0,1,0,1,1,,2,1,2,1,46,3,0,0,49,3,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/24/2013,8:27,24 PRESCOTT STREET,Somerville,MA,1,1,1,1,1,1,3,1,1,,1,1,,1,1,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/25/2013,9:39,WEBSTER AVENUE & WASHINGTON STREET,Somerville,MA,1,1,3,2,2,1,1,1,97,,,,,,,,,,,,,,,,,,,,1,0,0,2,2,,1,1,,0,37,4,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/26/2013,8:00,CEDAR STREET & SPENCER STREET,Somerville,MA,2,1,1,3,1,3,2,1,99,,1,99,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/26/2013,14:32,SOMERVILLE AVENUE & LAUREL STREET,Somerville,MA,1,1,2,3,1,1,1,2,4,,,,,,,,,,,,,,,,,,,,1,0,0,4,2,,5,1,,1,23,3,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/27/2013,16:57,NORWOOD AVENUE & BROADWAY,Somerville,MA,unk,unk,unk,unk,unk,unk,2,2,1,,1,4,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/27/2013,18:48,195 BROADWAY,Somerville,MA,1,1,1,1,3,3,2,7,1,,2,99,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/29/2013,19:48,SCHOOL STREET & RICHDALE AVENUE,Somerville,MA,1,1,3,3,4,1,1,1,3,,,,,,,,,,,,,,,,,,,,0,0,1,,,Street sign,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
03/30/2013,14:30,220 POWDER HOUSE BOULEVARD,Somerville,MA,unk,unk,unk,unk,unk,unk,4,1,11,,1,1,,2,1,,1,1,,,,,,,,,,,0,0,0,,,,,1,2,0,35,3,1,0,28,3,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2013,19:35,SCHOOL STREET & MEDFORD STREET,Somerville,MA,1,1,3,2,2,2,2,1,99,,1,99,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2013,8:10,MEDFORD STREET & WALNUT STREET,Somerville,MA,1,1,3,1,1,2,3,1,97,,1,1,,2,1,,,,,,,,,,,,,,0,0,0,,,,,1,,0,41,4,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2013,17:05,59 WASHINGTON STREET,Somerville,MA,unk,unk,unk,unk,unk,unk,2,1,1,,1,5,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2013,21:26,93 BEACON STREET,Somerville,MA,unk,unk,unk,unk,unk,unk,2,1,1,,2,4,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2013,8:50,BEACON STREET & OXFORD STREET,Somerville,MA,1,1,1,3,1,3,1,1,18,,,,,,,,,,,,,,,,,,,,1,0,0,4,1,,1,1,,0,25,3,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
04/05/2013,15:30,SOMERVILLE AVENUE & CHURCH STREET,Somerville,MA,1,1,1,3,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,1,0,0,4,2,,1,1,,1,47,4,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
04/06/2013,17:10,SOMERVILLE AVENUE & CRAIGIE STREET,Somerville,MA,1,1,1,1,1,3,2,3,4,,1,1,,,,,,,,,,,,,,,,,0,0,1,,,Motorcycle,,1,,1,32,3,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
04/07/2013,7:35,BROADWAY,Somerville,MA,1,1,1,1,2,4,2,1,2,9,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
04/11/2013,14:36,SCHOOL STREET & SUMMER STREET,Somerville,MA,1,1,3,2,4,2,2,1,97,,2,1,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,0,40,4,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
04/11/2013,21:20,EDGAR AVENUE & DOUGLAS AVENUE,Somerville,MA,2,1,1,3,1,2,3,1,1,,1,10,5,2,,,,,,,,,,,,,,,0,0,0,,,,,1,2,0,53,3,1,0,35,3,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
04/11/2013,21:40,PROFESSORS ROW & PACKARD AVENUE,Somerville,MA,unk,unk,unk,unk,unk,unk,1,1,19,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,,5,1,,1,21,4,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
04/12/2013,15:07,MOUNT VERNON STREET & BROADWAY,Somerville,MA,2,2,3,2,3,3,2,1,99,,2,99,,,,,,,,,,,,,,,,,0,0,0,,,,,1,3,1,35,4,0,0,28,4,0,1,35,4,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
04/13/2013,1:24,GILMAN STREET & CROSS STREET,Somerville,MA,3,2,2,3,4,1,1,2,99,,,,,,,,,,,,,,,,,,,,0,0,1,,,Do not enter sign,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
04/13/2013,17:54,CENTRAL STREET & VERNON STREET,Somerville,MA,2,1,2,3,1,3,2,1,3,4,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
04/15/2013,17:51,25 BOW STREET,Somerville,MA,1,1,1,1,4,2,2,2,1,,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
04/15/2013,19:36,448 BROADWAY,Somerville,MA,1,1,1,1,1,3,2,1,1,,1,2,10,,,,,,,,,,,,,,,,0,0,0,,,,,1,,1,33,4,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
04/16/2013,7:30,64 BEACON STREET,Somerville,MA,1,1,4,1,1,2,2,1,1,,1,5,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
04/16/2013,11:44,DAY STREET & HERBERT STREET,Somerville,MA,1,1,1,3,4,4,2,2,97,,2,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
04/18/2013,20:10,164 HOLLAND STREET,Somerville,MA,2,1,1,1,8,4,2,2,20,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
04/18/2013,7:40,164 HOLLAND STREET,Somerville,MA,1,1,1,1,1,99,1,1,19,,,,,,,,,,,,,,,,,,,,1,0,0,10,2,,3,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
04/22/2013,14:30,DANE STREET & SOMERVILLE AVENUE,Somerville,MA,1,1,3,1,2,2,2,2,19,,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
04/22/2013,18:07,21 CAMBRIA STREET,Somerville,MA,1,1,1,1,4,3,2,1,1,,2,4,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
04/22/2013,19:15,LOWELL STREET & HUDSON STREET,Somerville,MA,"1,97",1,2,1,99,3,2,1,99,,2,99,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
04/23/2013,9:18,HIGHLAND AVENUE & TOWER STREET,Somerville,MA,3,2,1,2,1,unk,2,1,1,,1,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
04/25/2013,13:36,84 PROSPECT STREET,Somerville,MA,1,1,1,1,1,4,2,1,9,20,1,,,,,,,,,,,,,,,,,,0,0,0,,,,,1,,0,23,4,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
04/26/2013,14:15,CENTRAL STREET & VERNON STREET,Somerville,MA,1,1,2,1,1,3,2,1,4,,2,1,,,,,,,,,,,,,,,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
